0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.9999672174453735,0.9999285936355591,0.9999500513076782,0.9999544620513916,0.9998354911804199,0.9998438358306885,0.9997475743293762,0.9999722242355347,0.9996077418327332,0.9999773502349854,0.9999313354492188,0.9999741315841675,0.9995688796043396,0.9804500341415405,0.928435742855072,0.9587594270706177,0.9109048247337341,0.9280810356140137,0.8877443671226501,0.9280717968940735,0.8793143630027771,0.9241054654121399,0.8452143669128418,0.9997878670692444,0.9995842576026917,0.9788700342178345,0.9893185496330261,0.8882037997245789,0.918923556804657,0.6831880211830139,0.6963927745819092,0.8064112067222595,0.8830000162124634
0.999213457107544,0.9980637431144714,0.9980985522270203,0.997962474822998,0.9975510239601135,0.9967610239982605,0.9966318011283875,0.9964206218719482,0.9939544796943665,0.9986733198165894,0.9981216788291931,0.9996609687805176,0.9997407793998718,0.8727492094039917,0.8091839551925659,0.6910339593887329,0.8464667201042175,0.6558009386062622,0.8112050890922546,0.6825513243675232,0.8247275948524475,0.6643195748329163,0.8100071549415588,0.997250497341156,0.9969460368156433,0.29986679553985596,0.4166592061519623,0.5224108695983887,0.49537402391433716,0.45345473289489746,0.45825254917144775,0.6385297179222107,0.60235595703125
0.9999892711639404,0.9999915361404419,0.9999927282333374,0.9999886751174927,0.99998939037323,0.9999902248382568,0.9999847412109375,0.9999945163726807,0.9999964237213135,0.9999862909317017,0.9999853372573853,0.999208390712738,0.9995386600494385,0.9994764924049377,0.9992226362228394,0.9992651343345642,0.9994589686393738,0.9985787868499756,0.9981689453125,0.9984569549560547,0.9978692531585693,0.998487114906311,0.9980744123458862,0.9999421834945679,0.9998713731765747,0.8868488073348999,0.8632586598396301,0.034227438271045685,0.015820002183318138,0.04915250092744827,0.027027759701013565,0.010426674038171768,0.006290057208389044
0.9964285492897034,0.9935829043388367,0.9925662279129028,0.99346524477005,0.9927454590797424,0.9876936674118042,0.9880691170692444,0.9888191819190979,0.9744715690612793,0.9893603324890137,0.9856363534927368,0.9985641837120056,0.9925772547721863,0.9143733978271484,0.6901994347572327,0.9294582605361938,0.616251528263092,0.8925967216491699,0.5833975672721863,0.8913527131080627,0.5996003746986389,0.8525446653366089,0.5726731419563293,0.9891619682312012,0.9876207709312439,0.4615432620048523,0.5705263614654541,0.4295613765716553,0.5800243020057678,0.34079787135124207,0.43406596779823303,0.479207843542099,0.5294108390808105
0.9998772144317627,0.9998924732208252,0.9998555183410645,0.9998995065689087,0.9997380375862122,0.9996236562728882,0.9996993541717529,0.9999021291732788,0.9998621940612793,0.999950647354126,0.9999321699142456,0.9999140501022339,0.9998165965080261,0.9976199269294739,0.9997856020927429,0.997961163520813,0.997280478477478,0.9920451641082764,0.9771689176559448,0.9912592768669128,0.9737992882728577,0.9896795749664307,0.9792259931564331,0.9757542610168457,0.976502001285553,0.024813247844576836,0.02746690809726715,0.0010043986840173602,0.0010375352576375008,0.0014182963641360402,0.0015553234843537211,0.00046357783139683306,0.001171793439425528
0.9937738180160522,0.9890313744544983,0.9838098287582397,0.9828991889953613,0.9932780861854553,0.9913570880889893,0.9945823550224304,0.9913604855537415,0.9965847730636597,0.9932883381843567,0.9929364323616028,0.9851283431053162,0.9919463992118835,0.988430380821228,0.9927242398262024,0.8666427731513977,0.9854080080986023,0.5589743256568909,0.9364016652107239,0.5251657962799072,0.9233411550521851,0.5599627494812012,0.9115473031997681,0.996985137462616,0.998150110244751,0.4632319509983063,0.6670858860015869,0.03627326712012291,0.06997379660606384,0.04899754747748375,0.07145191729068756,0.03205272555351257,0.06521465629339218
0.999942421913147,0.9998743534088135,0.9998937845230103,0.999850869178772,0.9998949766159058,0.9999043941497803,0.9998879432678223,0.9999181032180786,0.9999114274978638,0.9998558759689331,0.9997825026512146,0.9996225833892822,0.9998977184295654,0.9998914003372192,0.9998816251754761,0.9998823404312134,0.9999159574508667,0.99951171875,0.9994311928749084,0.9993818998336792,0.9992640614509583,0.9995536208152771,0.9994131326675415,0.9999929666519165,0.9999954700469971,0.3169028162956238,0.6810699105262756,0.00010504322563065216,0.00033342273673042655,0.00033544684993103147,0.0004754122637677938,7.381800969596952e-05,0.00023866181436460465
0.999924898147583,0.9998842477798462,0.9998823404312134,0.9998742341995239,0.999817430973053,0.9998181462287903,0.9998237490653992,0.9999154806137085,0.9996310472488403,0.9999587535858154,0.9999204874038696,0.9997168183326721,0.9988338351249695,0.9931265115737915,0.9729675650596619,0.9826499819755554,0.9897567629814148,0.9525558948516846,0.9814867377281189,0.957850456237793,0.9841124415397644,0.9619122743606567,0.9816976189613342,0.9981415271759033,0.9971755743026733,0.6591119170188904,0.4892556965351105,0.09459872543811798,0.0662216767668724,0.1446525603532791,0.059105660766363144,0.08649573475122452,0.05091973394155502
0.9999573230743408,0.9999281167984009,0.9999234676361084,0.9999216794967651,0.9998681545257568,0.999853253364563,0.9998130202293396,0.9999467134475708,0.9997275471687317,0.9999663829803467,0.9998914003372192,0.9999688863754272,0.9992594122886658,0.9853044152259827,0.8571803569793701,0.9870255589485168,0.9466353058815002,0.9681243896484375,0.93035888671875,0.9697810411453247,0.9290332198143005,0.9647971391677856,0.9101572632789612,0.9997095465660095,0.9994459748268127,0.7170522809028625,0.6078180074691772,0.6571206450462341,0.6842597126960754,0.5023368000984192,0.4337199926376343,0.680428147315979,0.6978098154067993
0.9998935461044312,0.9997219443321228,0.9997003078460693,0.9996277093887329,0.9997207522392273,0.9997032284736633,0.999688982963562,0.9995571970939636,0.999670147895813,0.9998371601104736,0.9998800754547119,0.9999364614486694,0.9999028444290161,0.9395610690116882,0.9824839234352112,0.8380552530288696,0.9716326594352722,0.7575790882110596,0.9451099634170532,0.7660256028175354,0.9430083632469177,0.7483488917350769,0.9180680513381958,0.9994874000549316,0.9990108013153076,0.5897008776664734,0.42169389128685,0.573072075843811,0.47921431064605713,0.39744776487350464,0.33986377716064453,0.5842725038528442,0.5329912900924683
